Title,Description,Links,Publication Date
Новые нефтяные антироссийские санкции ЕС разъяснили,"Потолок цен на нефть — это юридически оформленные исключения из шестого пакета санкций, заявил заместитель генерального директора Института национальной энергетики Александр Фролов. В беседе с «Лентой.ру» аналитик объяснил условия для введения предельной цены и значение потолка цен.",https://lenta.ru/news/2022/10/05/neft_cena/,"Wed, 05 Oct 2022 14:14:00 +0300"
Российские компании стали рассчитываться с зарубежными партнерами в криптовалюте,"Российские компании стали рассчитываться с зарубежными партнерами в криптовалюте, хотя регулирование таких сделок до сих пор не введено. В Торгово-промышленной палате (ТПП) отметили, что использовать цифровую валюту стали прежде всего для экспортных и импортных сделок с недружественными странами.",https://lenta.ru/news/2022/10/05/zarub/,"Wed, 05 Oct 2022 13:35:00 +0300"
В России оценили объемы утечек газа из «Северных потоков»,"Заместитель генерального директора Фонда национальной энергетической безопасности (ФНЭБ) Алексей Гривач заявил, что назвать точные объемы газа, которые утекли в результате подрыва «Северных потоков», на данный момент нельзя — для этого необходимо провести большие исследования.",https://lenta.ru/news/2022/10/05/sp/,"Wed, 05 Oct 2022 13:25:00 +0300"
Российский миллиардер попытался отвоевать свою яхту в суде,Российский миллиардер Алексей Кузьмичев через парижский апелляционный суд добился отмены задержания одной из двух его яхт во французском курортном городе Антиб на Лазурном берегу. Суд признал решение французской таможни о задержании яхты La Petite Ourse незаконным и отменил его.,https://lenta.ru/news/2022/10/05/jyajtsud/,"Wed, 05 Oct 2022 13:21:00 +0300"
Две страны приготовились вынести вердикт «Северным потокам»,"Решающий вердикт о том, будет ли проводиться ремонт газопроводов «Северный поток» и «Северный поток-2» или нет, вынесут шведское и датское правительства. От оператора «Северного потока-2» Nord Stream AG может потребоваться новая заявка властям двух стран для проведения капитального ремонта и замены труб.",https://lenta.ru/news/2022/10/05/ve/,"Wed, 05 Oct 2022 13:20:00 +0300"
«Роснефть» создала собственную программу для интерпретации исследований скважин,"Специалисты «РН-БашНИПИнефть» (входит в научно-проектный блок «Роснефти») разработали программный комплекс для интерпретации гидродинамических исследований скважин (ГДИС) «РН-ВЕГА». Новая IT-разработка включает все современные методы интерпретации, а также инструменты на основе машинного обучения.",https://lenta.ru/news/2022/10/05/gdis/,"Wed, 05 Oct 2022 13:19:00 +0300"
Германия предложила США побороться с «нереальными» ценами на газ,"США должны проявить солидарность с европейскими странами в вопросе борьбы с высокими ценами на газ, заявил вице-канцлер, министр по делам экономики и защиты климата Германии Роберт Хабек. Соответствующее предложение министра в интервью немецкой газете цитирует Neue Zürcher Zeitung.",https://lenta.ru/news/2022/10/05/solidarno/,"Wed, 05 Oct 2022 13:02:41 +0300"
Поставки наркотических и психотропных средств в Россию выросли в 40 раз,"За первые восемь месяцев текущего года, с января по август, Россия резко нарастила объем импорта медицинских наркотических и психотропных веществ — по сравнению с аналогичным периодом 2021 года поставки увеличились в 40 раз. В общей сложности импортеры потратили на закупки 175 миллионов рублей.",https://lenta.ru/news/2022/10/05/narko/,"Wed, 05 Oct 2022 12:56:31 +0300"
"Российский бюджет недополучил 22,7 миллиарда рублей","По итогам сентября российский бюджет недополучил 22,7 миллиарда рублей нефтегазовых доходов, констатировал Минфин. Речь идет о суммарном отклонении полученных нефтегазовых доходов к прогнозируемому уровню. Согласно ожиданиям ведомства, в октябре бюджет пополнится дополнительными 305,6 миллиардами рублей.",https://lenta.ru/news/2022/10/05/bujet/,"Wed, 05 Oct 2022 12:42:00 +0300"
Россиянам задумали предложить турецкую альтернативу «Миру»,"В качестве альтернативы для российской платежной системы «Мир» может быть предложен турецкий аналог, система TROY, о соответствующем решении вскоре могут объявить центральные банки обеих стран, утверждает источник ТАСС в турецких финансовых кругах. Ранее подобные меры анонсировала турецкая пресса.",https://lenta.ru/news/2022/10/05/konj/,"Wed, 05 Oct 2022 12:38:00 +0300"
Россиянам задумали предложить турецкую альтернативу «Миру»,"В качестве альтернативы для российской платежной системы «Мир» может быть предложен турецкий аналог, система TROY, о соответствующем решении вскоре могут объявить центральные банки обеих стран, утверждает источник ТАСС в турецких финансовых кругах. Ранее подобные меры анонсировала турецкая пресса.",https://lenta.ru/news/2022/10/05/konj/,"Wed, 05 Oct 2022 12:38:00 +0300"
Предприниматели смогут узнать лимит кредитования в Сбербанке за 5 минут,"Сбербанк специально для малого бизнеса разработал уникальный сервис «Кредитный потенциал». С его помощью любой предприниматель, даже не являющийся клиентом банка, может всего за несколько минут узнать свой максимальный персональный лимит и другие условия беззалогового и залогового кредитования на различные бизнес-цели.",https://lenta.ru/news/2022/10/05/krpot/,"Wed, 05 Oct 2022 12:34:00 +0300"
Сбер поздравил педагогов с Днем учителя,"Сбер опубликовал поздравление для всех педагогов с Днем учителя, который отмечается 5 октября. В честь праздника в Сбере подготовили выгодные предложения от различных продуктов и сервисов банка, его дочерних компаний и компаний-партнеров.",https://lenta.ru/news/2022/10/05/denuch/,"Wed, 05 Oct 2022 12:09:18 +0300"
Ко Дню учителя Сбер запустил раздел с ответами на вопросы из школьной программы,"Помогать детям с уроками теперь могут виртуальные ассистенты Салют — они научились отвечать на вопросы из школьной программы. Ребенок может самостоятельно задавать вопросы по математике, русскому языку и литературе: Сбер, Джой и Афина все подробно объяснят.",https://lenta.ru/news/2022/10/05/otvety/,"Wed, 05 Oct 2022 12:07:18 +0300"
Европа договорилась о потолке цен для российской нефти,"Страны Евросоюза договорились о новых санкциях против России. Меры предусматривают установление потолка цен на российскую нефть, при превышении которого будет запрещена ее транспортировка третьим странам. Кроме того, санкции предполагают запрет на некоторые виды стальной продукции, пластика, химикатов.",https://lenta.ru/news/2022/10/05/potolok/,"Wed, 05 Oct 2022 12:06:00 +0300"
Россия недополучила миллионы ящиков бананов,"Ассоциация экспортеров бананов Эквадора заявила, , что общие потери в поставках бананов в Россию и на Украину составили 4,91 миллиона ящиков (один ящик равен 18,14 килограмм) с января по август. Основную часть из этого недополучила Россия. Всего за этом период Эквадор поставил в Россию 52,15 миллиона ящиков бананов.",https://lenta.ru/news/2022/10/05/banan/,"Wed, 05 Oct 2022 12:01:00 +0300"
Доля России в европейском импорте газа упала до 7 процентов,"Доля России в поставках газа в ЕС упала до 7,5 процента, заявила глава Еврокомиссии Урсула фон дер Ляйен во время выступления перед депутатами Европарламента на пленарной сессии в Страсбурге. При этом до начала украинского конфликта на Россию приходился 41 процент европейского импорта газа.",https://lenta.ru/news/2022/10/05/import/,"Wed, 05 Oct 2022 11:20:00 +0300"
«Авито» начал покупать смартфоны своих пользователей,"Интернет-сервис «Авито» решил выкупать смартфоны у своих пользователей. Компания будет ремонтировать приобретенные телефоны, партнером проекта стал сервис ремонта телефонов «Педант». Впоследствии «Авито» будет перепродавать смартфоны, снабжая их гарантией от трех месяцев до года.",https://lenta.ru/news/2022/10/05/avito/,"Wed, 05 Oct 2022 11:16:00 +0300"
Российские компании стали отказываться от перевозки нефти морем из-за санкций ЕС,"В декабре в ЕС вступит в силу эмбарго на российскую нефть, доставляемую по морю — в преддверии введения запрета российские операторы танкерного флота начали выходить из сегмента «река-море», избавляясь от своих судов. Танкеры уже продали компании Railgo и Волжское пароходство.",https://lenta.ru/news/2022/10/05/tanker/,"Wed, 05 Oct 2022 10:48:00 +0300"
Итальянская Eni подтвердила возобновление поставок российского газа,"Итальянская энергетическая компания Eni сообщила в среду о возобновлении поставок российского газа со стороны «Газпрома». В компании уточнили, что возобновление стало возможным после урегулирования «ограничений, возникших в результате новых правил, введенных австрийскими регулирующими органами».",https://lenta.ru/news/2022/10/05/enivozobn/,"Wed, 05 Oct 2022 10:29:00 +0300"
В России подскочили продажи антидепрессантов,"В конце сентября объем продаж антидепрессантов в российских аптеках подскочил в 2,2 раза в денежном выражении по сравнению с тем же периодом 2021 года. Также увеличились продажи снотворных препаратов. Участники рынка закономерно объясняют растущий спрос геополитической и экономической ситуацией.",https://lenta.ru/news/2022/10/05/antidepr/,"Wed, 05 Oct 2022 10:15:00 +0300"
«Газпром» договорился с Австрией о возобновлении транзита газа в Италию,"«Газпрому» удалось договориться с Австрией о возобновлении транзита газа через ее территорию в Италию. Как указано в сообщении, «Газпром» совместно с итальянскими покупателями газа нашли решение по формату взаимодействия в условиях регулятивных изменений, которые вступили в силу в Австрии в конце сентября.",https://lenta.ru/news/2022/10/05/austr/,"Wed, 05 Oct 2022 10:02:00 +0300"
Бывших школьных хулиганов оказалось больше всего среди директоров,"Бывших школьных хулиганов больше всего среди директоров компаний (8 процентов), PR-менеджеров (7 процентов), водителей и операторов call-центров (по 5 процентов). Лучше всего с доходом обстоит дело у тех, чье поведение в школе оценивалось на четверку. Самыми примерными были те, кто сегодня работает учителями. <br />",https://lenta.ru/news/2022/10/05/xul/,"Wed, 05 Oct 2022 09:57:44 +0300"
Названы варианты использования избытка валюты в России,"У России есть несколько вариантов, как использовать избыточный профицит торгового баланса, появившейся на фоне введения санкций. Среди наиболее перспективных эксперты называют экспортные кредиты в рублях, например, для Турции, а также <br /> «бесплатные деньги» для приоритетных госпроектов.",https://lenta.ru/news/2022/10/05/iz/,"Wed, 05 Oct 2022 08:54:07 +0300"
Названа возможная альтернатива системы «Мир» в Турции,"Анкара и Москва обсуждают возможность использования турецкой платежной системы Troy на замену «Миру». Центральные банки России и Турции проводят плановые переговоры по вопросам платежей за энергоносители, использования национальных валют, защиты своих финансовых систем от санкций и, возможно, создания линии SWAP.",https://lenta.ru/news/2022/10/05/troy/,"Wed, 05 Oct 2022 07:00:49 +0300"
В Госдуме предложили ограничить выдачу микрозаймов,"Депутат Госдумы Евгений Федоров предложил ограничить выдачу микрозаймов гражданам с трудовым стажем менее года. Об этом сообщает RT со ссылкой на письмо на имя главы ЦБ России Эльвиры Набиуллиной. Парламентарий подчеркнул, что ряд микрофинансовых организаций (МФО) выставляют дополнительные требования.",https://lenta.ru/news/2022/10/05/microzaim/,"Wed, 05 Oct 2022 07:00:00 +0300"
Россияне бросились вкладываться в драгметаллы,"Российские банки продолжают фиксировать рост спроса граждан на вложения в драгметаллы. Отмечается, что в сравнении со слитками и монетами, вложения россиян в обезличенные металлические счета (ОМС) в несколько раз выше. Эксперты считают, что люди воспринимают драгметаллы, и золото в первую очередь, как защитный актив.",https://lenta.ru/news/2022/10/05/aurum/,"Wed, 05 Oct 2022 06:16:38 +0300"
В России упали продажи водки и крепкого алкоголя,"Продажи водки и другого крепкого алкоголя за период с 15 августа по 15 сентября упали в России на 15 процентов по сравнению с показателем в марте. Если сравнивать продукцию российских и зарубежных производителей, то средняя цена импортной бутылки упала с 439 до 420 рублей.",https://lenta.ru/news/2022/10/05/vodka/,"Wed, 05 Oct 2022 05:55:00 +0300"
Доллар впервые проиграл юаню на российском рынке,"Объем торгов в паре юань/рубль с расчетами «завтра» в понедельник, 3 октября, достиг 70,3 миллиарда рублей, по этому инструменту было совершено 64,9 тысячи сделок, свидетельствуют данные Мосбиржи. В паре доллар/рубль объем и количество сделок составили 68,2 миллиарда рублей и 29,5 тысячи сделок соответственно.",https://lenta.ru/news/2022/10/05/dollar_juan/,"Wed, 05 Oct 2022 05:35:09 +0300"
Илон Маск назвал цель покупки Twitter,"Основатель Tesla и SpaceX Илон Маск назвал цель покупки Twitter. Об этом он написал в своем аккаунте в микроблоге. «Покупка Twitter ускорит создание X — приложения для всего», — отметил предприниматель. Как в этом проекте будет задействована платформа социальной сети, Маск не уточнил.",https://lenta.ru/news/2022/10/05/musk/,"Wed, 05 Oct 2022 04:37:00 +0300"
Спрогнозирован пик энергокризиса в Европе,"Энергетический кризис в Европе может достигнуть своего пика не этой зимой, а только через год, такой прогноз дал один из руководителей международного трейдера Trafigura Бен Лакок. «Мы можем избежать катастрофы этой зимой, больше беспокойства вызывает следующий зимний период», — заявил он.",https://lenta.ru/news/2022/10/05/pik/,"Wed, 05 Oct 2022 04:00:24 +0300"
Россиян предупредили об обязанности вернуть «лишнюю» пенсию,"В зависимости от места работы или размера доплат, уровень пенсии может меняться. Россияне, сталкиваясь с подобной проблемой, предпочитают не сообщать в ПФР о своих личных изменениях или намерено вводят в заблуждение. О том, в каком случае стоит вернуть часть пенсии, рассказала профессор Юлия Финогенова. <br />",https://lenta.ru/news/2022/10/05/rossiyane/,"Wed, 05 Oct 2022 03:16:00 +0300"
Подсчитаны потери Евросоюза без российского газа,"Общие затраты Евросоюза (ЕС) на борьбу с кризисом из-за сокращения поставок российского газа и роста цен на энергоносители могут превысить 1 трлн евро, что сравнимо с потенциальными потерями ВВП стран ЕС при отсутствии активного противодействия кризису, однако должно позволить избежать эффекта домино.",https://lenta.ru/news/2022/10/05/poteri/,"Wed, 05 Oct 2022 02:51:22 +0300"
В двух европейских странах перестали принимать российские карты UnionPay,"Банкоматы чешского KB Bank и испанского банка Euronet перестали принимать карты UnionPay. Об этом сообщают «Известия» со ссылкой на источники. Сотрудник чешской кредитной организации заявил, что еще около двух недель назад карты китайской платежной системы обслуживались, однако сейчас карты UnionPay работать перестали.",https://lenta.ru/news/2022/10/05/unionpay/,"Wed, 05 Oct 2022 01:51:43 +0300"
В Twitter подтвердили получение письма от Маска о желании купить соцсеть,"Представитель Twitter заявил, что письмо от основателя Tesla и SpaceX Илона Маска о желании завершить сделку по приобретению соцсети действительно было получено. По его данным, в этом письме подтверждается намерение предпринимателя купить компанию по цене 54,20 доллара за акцию.",https://lenta.ru/news/2022/10/05/twitter/,"Wed, 05 Oct 2022 01:39:17 +0300"
Постпреды стран ЕС согласовали потолок цен на российскую нефть,"Постпреды стран ЕС достигли договоренности по новому пакету санкций против России, в том числе по введению потолка цен на российскую нефть. Об этом сообщает Politico со ссылкой на дипломатов Евросоюза. Финальная версия проекта, включающего ограничение цен на российскую нефть, будет одобрена в среду, 5 октября.",https://lenta.ru/news/2022/10/05/es/,"Wed, 05 Oct 2022 01:22:00 +0300"
Европе посоветовали поднять налоги для богатых вместо ограничения цен на газ,"Для того, чтобы помочь уязвимым категориям населения Европы справиться с высокими ценами на топливо, европейским властям следует не ограничивать цены на газ, а поднять налоги для состоятельных людей, заявил гендиректор Shell Бен Ван Берден. Позже представитель компании отметил, что глава Shell имел в виду корпорации.",https://lenta.ru/news/2022/10/05/ogr/,"Wed, 05 Oct 2022 01:00:25 +0300"
Госдолг США превысил рекордную отметку,"Государственный долг США впервые в истории превысил рекордную отметку в 31 триллион долларов, свидетельствуют данные отчета американского минфина. По данным 3 октября Соединенные Штаты были должны 31 триллион 123 миллиарда 887 миллионов 781 тысячу 401 доллар и 34 цента.",https://lenta.ru/news/2022/10/05/gosdolg/,"Wed, 05 Oct 2022 00:55:58 +0300"
Страна Евросоюза добилась исключения из потолка цен на российскую нефть,"Венгрия на совете постпредов стран Евросоюза (ЕС) добилась исключения из потолка цен на российскую нефть — он не будет распространяться на трубопроводную нефть, сообщил глава МИД. Также Будапешт добился, что новые антироссийские санкции не касались атомной энергетики и строительства АЭС в Пакше.",https://lenta.ru/news/2022/10/05/hungary/,"Wed, 05 Oct 2022 00:35:00 +0300"
В Европарламенте спрогнозировали ситуацию с газом зимой,"Еврокомиссар по энергетике Кадри Симсон на заседании комитета Европарламента, что европейские страны смогут обойтись без российского газа предстоящей зимой. По словам Симсон, у стран Евросоюза достаточно запасов, чтобы пережить зиму без поставок российского газа при мягкой погоде.",https://lenta.ru/news/2022/10/05/gasgas/,"Wed, 05 Oct 2022 00:30:00 +0300"
Россия и Саудовская Аравия резко сократят добычу нефти,"Россия, Саудовская Аравия и другие производители примут решение о значительном сокращении добычи нефти на заседании ОПЕК+ 5 октября. По информации источников, Москва и Эр-Рияд настаивают на сокращении добычи от 1 до 2 миллионов баррелей в сутки, однако точный объем пока обговаривается.",https://lenta.ru/news/2022/10/04/dobycha/,"Tue, 04 Oct 2022 23:40:00 +0300"
Постпреды стран ЕС договорились по ограничению цен на российскую нефть,"Постпреды стран Евросоюза (ЕС) достигли договоренности по новому пакету санкций против России, в том числе по введению потолка цен на российскую нефть, сообщили дипломаты. По их информации, финальная версия проекта, включающего ограничение цен на российскую нефть, будет одобрена в среду, 5 октября.<br /><br />",https://lenta.ru/news/2022/10/04/dogovor/,"Tue, 04 Oct 2022 23:17:00 +0300"
Венгрию предупредили о цене российского газа зимой,"Венгрии, вероятно, придется заплатить России минимум 4 миллиарда евро за газ в зимний период. «Венгрии, возможно, придется заплатить около 4 миллиардов евро или больше за российский газ в период европейской зимы, не считая отсроченную сумму», — предупредил осведомленный источник.",https://lenta.ru/news/2022/10/04/gazprom/,"Tue, 04 Oct 2022 23:15:00 +0300"
Британцам посоветовали больше зарабатывать или меньше тратить,"Председателя Консервативной партии Британии Джейка Берри раскритиковали за совет пострадавшим от финансового кризиса меньше тратить или больше зарабатывать. «Люди должны понимать, что если их счета подскочили, то им стоит либо снизить расходы, либо добиться повышения зарплаты, либо найти новую работу», — заявил он.",https://lenta.ru/news/2022/10/04/brit/,"Tue, 04 Oct 2022 22:57:00 +0300"
Глава Shell счел труднореализуемым ввод предельных цен на российскую нефть,"Главный исполнительный директор Shell Бен ван Берден заявил, что предлагаемое западными государствами введение предельной цены на импорт нефти из России будет трудно осуществить на практике. «У вас не может быть рынка, который ведет себя таким образом, это нанесет ущерб значительной части общества», — сказал он.",https://lenta.ru/news/2022/10/04/shell/,"Tue, 04 Oct 2022 22:26:00 +0300"
Раскрыты детали утверждения Евросоюзом потолка цен на российскую нефть,"Евросоюз, вероятно, утвердит предложенный странами G7 потолок цен на российскую нефть в два этапа. Такие детали раскрыли дипломаты и официальные лица. Официальные лица этих стран готовят законопроект, необходимый для реализации этой меры, однако, вероятно, отложат его утверждение до готовности всех стран G7.",https://lenta.ru/news/2022/10/04/potolok/,"Tue, 04 Oct 2022 21:46:00 +0300"
Российский регион заявил о нехватке денег на выплаты мобилизованным,"Омская область испытывает трудности с выделением средств на единовременную выплату мобилизованным жителям из-за низкой бюджетной обеспеченности, заявил глава региона Александр Бурков. У Омской области дефицит бюджета составляет 12 миллиардов рублей. Это большая проблема, сказал Бурков.",https://lenta.ru/news/2022/10/04/den/,"Tue, 04 Oct 2022 20:58:00 +0300"
Один из главных покупателей российского газа пострадал из-за него,"Торговый дефицит Турции, одного из главных покупателей российского газа, увеличился почти на 300 процентов в годовом исчислении до 10,4 миллиарда долларов в сентябре с 2,6 миллиарда в этом же месяце в 2021 году на фоне роста импорта энергоресурсов. Страна пострадала от высоких цен на газ в Европе.",https://lenta.ru/news/2022/10/04/strad/,"Tue, 04 Oct 2022 20:44:00 +0300"
Легендарный инвестор покинул пост главы собственной инвесткомпании,"Легендарный инвестор Рэй Далио покинул пост главы собственной инвесткомпании Bridgewater Associates, основанной им 47 лет назад и специализирующейся на управлении хедж-фондами. 30 сентября Далио ушел с поста одного из трех содиректоров фонда по инвестициям и передал свои права голоса совету директоров.",https://lenta.ru/news/2022/10/04/dalio/,"Tue, 04 Oct 2022 20:25:00 +0300"
ОПЕК+ задумалась о резком сокращении добычи нефти,"ОПЕК+ может сократить добычу нефти на два миллиона баррелей в сутки. Члены организации также допускают уменьшение добычи в диапазоне от 1 до 1,5 миллиона баррелей. Страны обсудят варианты и примут решение на заседании 5 октября. Мера направлена на сдерживание падения мировых цен на нефть.",https://lenta.ru/news/2022/10/04/opek/,"Tue, 04 Oct 2022 19:50:00 +0300"
Оператор «Северного потока-2» назвал сроки обследования газопровода,"Nord Stream 2 AG, оператор «Северного потока-2», приступит к обследованию газопровода после завершения расследования полицией и снятия оцепления. Полиция Копенгагена занимается расследованием в датской экономической зоне. Также зона утечки оцеплена шведской береговой охраной. Nord Stream 2 AG взаимодействует со всеми.",https://lenta.ru/news/2022/10/04/sroki/,"Tue, 04 Oct 2022 19:45:00 +0300"
Илон Маск снова захотел купить Twitter,"Основатель Tesla и SpaceX Илон Маск снова захотел купить Twitter. Он предложил соцсети возобновить сделку по продаже по первоначальной цене в 54,2 доллара за акцию. Об этом сообщает Bloomberg со ссылкой на источники, пожелавшие остаться анонимными. Предприниматель сделал данное предложение в письме Twitter.",https://lenta.ru/news/2022/10/04/sdelka_po_prodazhe/,"Tue, 04 Oct 2022 19:39:00 +0300"
Молдавия ответила на ультиматум «Газпрома»,"«Молдовагаз» приложит все усилия по выполнению контрактных обязательств перед «Газпромом», заявил председатель правления молдавской компании Вадим Чебан. Он добавил, что погашение исторической задолженности «в силу объективных обстоятельств выходит за рамки компетенции руководства компании».",https://lenta.ru/news/2022/10/04/ot/,"Tue, 04 Oct 2022 18:16:00 +0300"
Транспортные компании вернут деньги за билеты мобилизованным пассажирам,Мобилизованные россияне смогут вернуть деньги за ранее купленные железнодорожные и авиабилеты. Об этом говорится в сообщении Telegram-канала правительства России.,https://lenta.ru/news/2022/10/04/bilet1/,"Tue, 04 Oct 2022 18:12:00 +0300"
Байден отказался вводить запрет на экспорт газа в Европу,Администрация президента США Джо Байдена отказалась от идеи ввести запрет на экспорт газа даже на фоне резкого сокращения газовых запасов внутри страны и роста его стоимости для конечных потребителей. Суммарно с марта США поставили в Европу более 30 миллиардов кубометров топлива.,https://lenta.ru/news/2022/10/04/gasusa/,"Tue, 04 Oct 2022 17:37:00 +0300"
США подсчитали выгоду стран от введения потолка цен на российскую нефть,"Введение странами ценового ограничения на экспорт российской нефти может сэкономить 160 миллиардов долларов в год для развивающихся стран. По мнению властей США, у стран, закупающих сырье, есть серьезный стимул извлечь выгоду из ограничительных мер. Европа и Центральная Азия больше всего зависят от импорта нефти.",https://lenta.ru/news/2022/10/04/vig/,"Tue, 04 Oct 2022 17:24:00 +0300"
Названо неожиданное последствие завершения локдаунов в Китае,Окончание локдаунов в Китае может неожиданным образом отразиться на мировом рынке нефти. Глава нефтедобывающей компании Саудовской Аравии Saudi Aramco Амин Насер в ходе конференции в Лондоне предсказал истощение резервных мощностей по добыче нефти в случае завершения карантинных ограничений в КНР.,https://lenta.ru/news/2022/10/04/chinalock/,"Tue, 04 Oct 2022 16:39:00 +0300"
Российские власти в разы сократили льготы и субсидии для IT-компаний,"Российское правительство в разы сократило объем средств на субсидирование льготных кредитов для IT-компаний и льготной ипотеки для айтишников. Размер средств на субсидии по льготным кредитам на пополнение оборотных средств снизился с трех миллиардов рублей до 500 миллионов, то есть в шесть раз.",https://lenta.ru/news/2022/10/04/it/,"Tue, 04 Oct 2022 16:22:00 +0300"
«Газпром» пригрозил разорвать контракт с Молдавией,"«Газпром» может полностью прекратить поставки газа в Молдавию в случае нарушения обязательства по оплате газа до 20 октября 2022 года, а также разорвать контракт в любой момент из-за «грубого нарушения сроков заключения соглашения по урегулированию исторической задолженности» «Молдовагаза».",https://lenta.ru/news/2022/10/04/mld_gzp/,"Tue, 04 Oct 2022 16:06:00 +0300"
В Совете Федерации предложили создать в стране резерв мясных консервов,"России следует создать дополнительный государственный резерв мясных консервов, а также запретить импорт мяса. С таким предложением выступил сенатор Евгений Савченко. По его словам, такие действия обеспечат стратегический продовольственный запас, «крайне необходимый в нынешней обстановке».",https://lenta.ru/news/2022/10/04/konserva/,"Tue, 04 Oct 2022 16:00:33 +0300"
Интерес россиян к автомобилям Lada резко вырос,"В сентябре 2022 года продажи автомобилей Lada в России резко увеличились — в годовом выражении рост составил 20,1 процента. По сравнению с августом текущего года спрос вырос на 14,1 процента. В первый месяц осени было продано 13,4 тысячи машин Lada Granta, что на 245,4 процента больше по сравнению с прошлым годом.",https://lenta.ru/news/2022/10/04/ladaa/,"Tue, 04 Oct 2022 15:46:00 +0300"
Цены на нефть пошли вверх,"Во время торгов во вторник, 4 октября, цена нефти эталонной марки Brent пошла вверх и достигла 90 долларов за баррель впервые с 23 сентября. Цена фьючерсов на нефть марки WTI с поставкой в ноябре растет на 1,3 процента, до 84,73 доллара за баррель. Повышение продолжается перед заседанием ОПЕК+.",https://lenta.ru/news/2022/10/04/neftup/,"Tue, 04 Oct 2022 15:41:00 +0300"
Казахстан начал переговоры с Toyota о переносе производства из России,"Автопроизводители Казахстана начали переговоры с японской компанией Toyota о переносе в республику автопредприятия, закрытого в России. Об этом заявил министр индустрии и инфраструктурного развития республики Каирбек Ускенбаев. По его словам, если стороны договорятся, это станет одним из самых сильных успехов страны.",https://lenta.ru/news/2022/10/04/toy/,"Tue, 04 Oct 2022 15:05:00 +0300"
